0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, N/A,D3
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Miss,A2
0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Hit,A1
-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Miss,A3
-1,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Miss,B2
-1,0,0,0,0,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Hit,C2
-1,0,0,0,0,1,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Hit,D2
-1,0,0,0,0,1,1,1,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Ship Sunk,E2
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Miss,A5
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0, Miss,B5
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0, Miss,C5
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,0, Hit,D5
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,1,-1,0, Miss,E5
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,1,-1,1, Hit,E4
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,1,-1,-1,1,-1,1, Hit,E3
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,1,0,0,0,0,1,-1,-1,1,-1,1, Ship Sunk,A4
-1,0,0,0,0,1,1,1,1,-1,-1,0,0,-1,1,-1,0,0,0,1,-1,-1,1,-1,1, Miss,E1
