0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, N/A,E1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Hit,E2
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ship Sunk,E3
0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0, Miss,C4
0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0, Hit,D4
0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0, Hit,C3
0,0,0,0,1,0,0,0,0,1,0,0,-1,0,-1,0,0,1,1,0,0,0,0,0,0, Miss,B4
0,0,0,0,1,0,0,0,0,1,0,0,-1,0,-1,0,1,1,1,0,0,0,0,0,0, Hit,A4
0,0,0,0,1,0,0,0,0,1,0,0,-1,0,-1,-1,1,1,1,0,0,0,0,0,0, Miss,E4
0,0,0,0,1,0,0,0,0,1,0,0,-1,0,-1,-1,1,1,1,1,0,0,0,0,0, Ship Sunk,A1
1,0,0,0,1,0,0,0,0,1,0,0,-1,0,-1,-1,1,1,1,1,0,0,0,0,0, Hit,A2
1,0,0,0,1,1,0,0,0,1,0,0,-1,0,-1,-1,1,1,1,1,0,0,0,0,0, Hit,A3
1,0,0,0,1,1,0,0,0,1,1,0,-1,0,-1,-1,1,1,1,1,0,0,0,0,0, Won
