0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, N/A,A2
0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Miss,D3
0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0, Miss,B4
0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0, Miss,E1
0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0, Hit,D1
0,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0, Miss,E2
0,0,0,-1,1,-1,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0, Ship Sunk,E3
0,0,0,-1,1,-1,0,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0, Miss,C4
0,0,0,-1,1,-1,0,0,0,1,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0, Miss,E5
0,0,0,-1,1,-1,0,0,0,1,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,1, Hit,D5
0,0,0,-1,1,-1,0,0,0,1,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,1,1, Hit,C5
0,0,0,-1,1,-1,0,0,0,1,0,0,0,-1,-1,0,-1,-1,0,0,0,0,1,1,1, Hit,B5
0,0,0,-1,1,-1,0,0,0,1,0,0,0,-1,-1,0,-1,-1,0,0,0,1,1,1,1, Ship Sunk,A3
0,0,0,-1,1,-1,0,0,0,1,1,0,0,-1,-1,0,-1,-1,0,0,0,1,1,1,1, Hit,B3
0,0,0,-1,1,-1,0,0,0,1,1,1,0,-1,-1,0,-1,-1,0,0,0,1,1,1,1, Hit,C3
0,0,0,-1,1,-1,0,0,0,1,1,1,1,-1,-1,0,-1,-1,0,0,0,1,1,1,1, Won
